Published,Snippet,Lead Paragraph,Main Headline,Print Headline,Seo Headline
2019-01-08T11:29:32+0000,The softening Chinese economy has weakened Beijing’s hand as it struggles to settle the trade war. Its pull with North Korea could strengthen its position.,The softening Chinese economy has weakened Beijing’s hand as it struggles to settle the trade war. Its pull with North Korea could strengthen its position.,"With Kim’s Visit, China Shows U.S. It Has Leverage on Trade","China, Hosting Kim, Sends Warning to U.S. on Trade",
2019-01-29T10:37:26+0000,Here’s what you need to know.,Here’s what you need to know.,"Huawei, Apple, Polar Vortex: Your Tuesday Briefing","Huawei, Apple, Polar Vortex: Your Tuesday Briefing",
2019-01-28T19:13:37+0000,Let us help you start your day.,Let us help you start your day.,"Brexit, Singapore, Nissan: Your Tuesday Briefing","Brexit, Singapore, Nissan: Your Tuesday Briefing",
2019-01-27T22:14:40+0000,"Logan Green is known to be reserved, letting his second-in-command speak for their ride-sharing service. But now he’s in a race with Uber to take the companies public.","Logan Green is known to be reserved, letting his second-in-command speak for their ride-sharing service. But now he’s in a race with Uber to take the companies public.","As I.P.O. Approaches, Lyft’s Chief Is Nudged Into the Spotlight",The No. 2 of Ride-Hailing Makes Its Move,
2019-02-13T18:00:07+0000,"In a country where wealth usually comes from mining or banking, Scott Farquhar and Mike Cannon-Brookes of Atlassian are a new kind of mogul. And they’re getting into politics.","In a country where wealth usually comes from mining or banking, Scott Farquhar and Mike Cannon-Brookes of Atlassian are a new kind of mogul. And they’re getting into politics.",The Strange Experience of Being Australia’s First Tech Billionaires,Australia’s First Tech Billionaires See Politics as Up Their Alley,
2019-02-12T17:33:47+0000,An affluent few are raging against a tax law that puts more money — a lot more — in their pockets. Friends call them ‘traitors to their class.’,An affluent few are raging against a tax law that puts more money — a lot more — in their pockets. Friends call them ‘traitors to their class.’,They’re Rich and They’re Mad About Taxes (Too Low!),They’re Rich and They’re Mad  About Taxes: Too Low!,
2019-01-03T17:01:18+0000,"Apple’s slumping iPhone sales in China are the latest sign that the country’s spenders are increasingly bothered by the economy, debt and other problems.","Apple’s slumping iPhone sales in China are the latest sign that the country’s spenders are increasingly bothered by the economy, debt and other problems.","Chinese Consumers’ Confidence Sags, Casting a Pall Over the Global Economy",China’s Woes Spell Trouble In the Global Marketplace,
2019-02-07T00:00:04+0000,A radical idea is gaining adherents on the left. It’s the perfect way to blunt tech-driven inequality.,A radical idea is gaining adherents on the left. It’s the perfect way to blunt tech-driven inequality.,Abolish Billionaires,Abolish Billionaires,
2019-01-18T10:00:07+0000,"Deep under the New York Bay near Brooklyn, there is the start of a tunnel with the potential to change the lives of thousands of New York City commuters. So why hasn’t it happened?","Deep under the New York Bay near Brooklyn, there is the start of a tunnel with the potential to change the lives of thousands of New York City commuters. So why hasn’t it happened?",A Subway to Staten Island? How a Transit Dream Died,Subway to Staten Island: A Stalled Idea,
2019-01-31T11:00:04+0000,The California native is “an energy person” who worked in TV and then did a little of everything at the couple’s start-up. It all prepared her to take it public.,The California native is “an energy person” who worked in TV and then did a little of everything at the couple’s start-up. It all prepared her to take it public.,Julia Hartz Founded Eventbrite With Her Fiancé. Then She Took His Job.,She Went From ‘Candy Land’ to ‘Tron’,
2019-03-07T22:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,13 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-01-28T18:44:45+0000,"Despite federal legislation passed 15 years ago, food labels don’t always alert consumers to allergens that may be present in packaged goods.","Despite federal legislation passed 15 years ago, food labels don’t always alert consumers to allergens that may be present in packaged goods.",Which Allergens Are in Your Food? You Can’t Always Tell From the Labels,Shopping Like a Detective,
2019-03-05T10:07:08+0000,Cars running on cleaner source of energy near commercialization amid environmental push.,Cars running on cleaner source of energy near commercialization amid environmental push.,Methanol Automobiles Promoted as China Steps Up Development of New Energy,,
2019-01-04T20:07:45+0000,People change gears for all sorts of reasons — they have no other option or they find something they love more. The successful ones are comfortable with the risk.,People change gears for all sorts of reasons — they have no other option or they find something they love more. The successful ones are comfortable with the risk.,"Their Approach to Career Changes? Find a Niche, and Fill It",Changing Careers? Embrace the Risk,
2019-01-23T10:33:10+0000,Here’s what you need to know.,Here’s what you need to know.,"Shutdown, Mariano Rivera, Serena Williams: Your Wednesday Briefing","Shutdown, Mariano Rivera, Serena Williams: Your Wednesday Briefing",
2019-02-28T22:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,14 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-01-22T23:58:12+0000,"Tax breaks, land deals and cheap energy have spurred cryptocurrency mining in Georgia, which wants to be a digital data leader.","Tax breaks, land deals and cheap energy have spurred cryptocurrency mining in Georgia, which wants to be a digital data leader.","Despite Bitcoin’s Dive, a Former Soviet Republic Is Still Betting Big on It",A Bitcoin Gold Rush in the Caucasus,
2019-02-26T15:50:10+0000,"Bruno Sialelli sees his debut collection as a “beautiful challenge,” and the key to reviving the troubled fashion house.","Bruno Sialelli sees his debut collection as a “beautiful challenge,” and the key to reviving the troubled fashion house.","At Lanvin, Trying to Recreate Desire","At Lanvin, Trying to Recreate Desire",
2019-01-18T11:45:37+0000,"Investors cheered a report from the WSJ that said the Treasury secretary, Steven Mnuchin, had suggested ending some or all tariffs against China.","Investors cheered a report from the WSJ that said the Treasury secretary, Steven Mnuchin, had suggested ending some or all tariffs against China.",DealBook Briefing: Report on Trade Talks Lifts Global Markets,DealBook Briefing: Report on Trade Talks Lifts Global Markets,
2019-03-29T20:18:14+0000,"Every month, Netflix Canada adds a batch of movies and TV shows to its library. Here are the titles we think are most interesting for April.","Every month, Netflix Canada adds a batch of movies and TV shows to its library. Here are the titles we think are most interesting for April.",The Best Movies and TV Shows New on Netflix Canada in April,The Best Movies and TV Shows New on Netflix Canada in April,
2019-01-13T19:28:39+0000,Rivendale Farms outside Pittsburgh is a laboratory for applying technology to smaller farms.,Rivendale Farms outside Pittsburgh is a laboratory for applying technology to smaller farms.,Robotic Milkers and an Automated Greenhouse: Inside a High-Tech Small Farm,High-Tech for Small Farms,
2019-02-19T17:29:09+0000,"Looking for prestige, New York’s masters of the fast, cheap lunch have opened a slice shop that prizes fresh mozzarella, homemade sausage and sourdough starter.","Looking for prestige, New York’s masters of the fast, cheap lunch have opened a slice shop that prizes fresh mozzarella, homemade sausage and sourdough starter.",The Kings of the Dollar Slice Build a Better Pizza,A Pizza Way Above the Dollar Slice,
2019-03-22T16:33:02+0000,"At U.S.C., Donna Heinel was known as the athletic administrator who clashed with coaches over prospective recruits. Then she got indicted.","At U.S.C., Donna Heinel was known as the athletic administrator who clashed with coaches over prospective recruits. Then she got indicted.","A Supposed Stickler for the Rules, Now at the Center of a U.S.C. Scandal",A Supposed Stickler for the Rules at U.S.C. Stands at a Scandal’s Center,
2019-03-21T10:17:07+0000,"Central bank forecasts suggest that it won’t raise rates this year, and Wall Street couldn’t be happier.","Central bank forecasts suggest that it won’t raise rates this year, and Wall Street couldn’t be happier.","DealBook Briefing: The Fed Gave Trump What He Wants, Carefully","DealBook Briefing: The Fed Gave Trump What He Wants, Carefully",
2019-02-13T21:03:31+0000,"A quixotic leader who began his political career on the far left and ended it on the far right, railing against a host of groups.","A quixotic leader who began his political career on the far left and ended it on the far right, railing against a host of groups.","Lyndon LaRouche, Cult Figure Who Ran for President 8 Times, Dies at 96","Lyndon LaRouche, 96, Cult Figure Who Ran for President 8 Times, Dies",
2019-02-14T09:43:39+0000,"Europe’s recovery from its economic crisis has left many in the middle class vulnerable. In Spain, a model of economic and labor reform, precariousness is growing.","Europe’s recovery from its economic crisis has left many in the middle class vulnerable. In Spain, a model of economic and labor reform, precariousness is growing.",Europe’s Middle Class Is Shrinking. Spain Bears Much of the Pain.,The Middle Class Shrinks in Europe,
2019-02-12T10:00:15+0000,"As her Milk Bar chain enters the big leagues, the pastry chef’s challenge is holding on to its small-shop charms.","As her Milk Bar chain enters the big leagues, the pastry chef’s challenge is holding on to its small-shop charms.","For Christina Tosi, Building a Dessert Empire Is Not All Milk and Cookies",Building A Dessert Empire,
2019-03-14T21:00:05+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,14 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-01-02T20:51:31+0000,"Driven by fear of persecution and economic mismanagement, the exodus threatens to reorder the society permanently and set Turkey back decades.","Driven by fear of persecution and economic mismanagement, the exodus threatens to reorder the society permanently and set Turkey back decades.","Spurning Erdogan’s Vision, Turks Leave in Droves, Draining Money and Talent","As Erdogan Tightens His Grip,  Turks Take Their Assets and Go",
2019-02-07T10:00:12+0000,"Puerto Rico’s capital is open for business, welcoming visitors with its winning combination of lovely beaches, energetic night life and gregarious island charm.","Puerto Rico’s capital is open for business, welcoming visitors with its winning combination of lovely beaches, energetic night life and gregarious island charm.",36 Hours in San Juan,"San Juan, P.R.",
2019-03-08T11:33:58+0000,President Trump’s propensity for last-minute change is said to be spooking China‘s trade officials.,President Trump’s propensity for last-minute change is said to be spooking China‘s trade officials.,DealBook Briefing: Beijing Is Getting Trade Jitters,DealBook Briefing: Beijing Is Getting Trade Jitters,
2019-01-31T10:00:07+0000,"Want to watch the Super Bowl and other network TV for free? A start-up called Locast will let you, and (so far) the big broadcasters aren’t trying to stop it.","Want to watch the Super Bowl and other network TV for free? A start-up called Locast will let you, and (so far) the big broadcasters aren’t trying to stop it.","Locast, a Free App Streaming Network TV, Would Love to Get Sued","Taunting the Networks, an App Streams Free TV",
2019-02-01T01:50:25+0000,"This week’s Australia Letter hands over the reins to the sportswriter Karen Crouse for a story of golf, love and Aussie resilience.","This week’s Australia Letter hands over the reins to the sportswriter Karen Crouse for a story of golf, love and Aussie resilience.",Life Lessons From Jarrod and Briony Lyle,Life Lessons From Jarrod and Briony Lyle,
2019-01-25T15:29:47+0000,"Ally Grossan, a music aficionado, and the rock musician Nabil Ayers, who has jazz in his blood, aren’t the “wedding factory” types.","Ally Grossan, a music aficionado, and the rock musician Nabil Ayers, who has jazz in his blood, aren’t the “wedding factory” types.",Cemetery Was the Right Vibe for a Glamour Goth Wedding,"For Their Wedding Guests, a Heartbeat Was Optional",
2019-02-25T11:14:50+0000,Here’s a simple — and realistic — plan for fixing U.S. tax laws.,Here’s a simple — and realistic — plan for fixing U.S. tax laws.,DealBook Briefing: How to Really Tax the Rich,,
2019-03-26T09:47:45+0000,Authorities adopt policies to promote commercial space sector.,Authorities adopt policies to promote commercial space sector.,"China’s Satellite Industry Opens Door Wider to Private Companies
",,
2019-03-27T02:49:26+0000,"These are portraits of seven people working in wind and solar, industries their families hardly imagined they’d go into. But as one of them put it: “It’s not ideology. It’s just math.”","These are portraits of seven people working in wind and solar, industries their families hardly imagined they’d go into. But as one of them put it: “It’s not ideology. It’s just math.”","They Grew Up Around Fossil Fuels. Now, Their Jobs Are in Renewables.",,
2019-01-18T01:16:59+0000,Personal finance luminaries and everyday investors share lessons from the late Vanguard founder. ,Personal finance luminaries and everyday investors share lessons from the late Vanguard founder. ,"The Things John Bogle Taught Us: Humility, Ethics and Simplicity",Lessons From the Conscience of Financial Services,
2019-03-21T21:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,15 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-03-15T17:53:23+0000,"T’s roundup of people, places and things to know now.","T’s roundup of people, places and things to know now.","The Power of a Nap, Metal-Heavy Accessories and More","The Power of a Nap, Metal-Heavy Accessories and More",
2019-01-29T10:00:11+0000,"At the new Surf Simply resort in Costa Rica, guests are videotaped as they catch a wave, and that’s only the beginning of the tech-based coaching.","At the new Surf Simply resort in Costa Rica, guests are videotaped as they catch a wave, and that’s only the beginning of the tech-based coaching.","At Surf Camp 2.0, Data Rules","At Surf Camp, Crunch the Data, Then Feel the Wave",
2019-03-30T07:00:21+0000,"For a handful of teenage girls, robotics offered a reprieve from their violent, patriarchal country. Now they are back home, with the Taliban poised to gain power.","For a handful of teenage girls, robotics offered a reprieve from their violent, patriarchal country. Now they are back home, with the Taliban poised to gain power.","‘In Afghanistan, We Laugh Differently’",Afghan Robotics Team Sees a Different World,
2019-03-15T09:00:19+0000,The price of your final piece of New York City can range from a few thousand dollars to more than $1 million.,The price of your final piece of New York City can range from a few thousand dollars to more than $1 million.,Real Estate for the Afterlife,Property for the Afterlife,
2019-02-08T22:50:35+0000,"T’s roundup of people, places and things to know now.","T’s roundup of people, places and things to know now.","A Retreat in Vietnam, Cult-Inspired Dressing and More","A Retreat in Vietnam, Cult-Inspired Dressing and More",
2019-02-05T16:14:05+0000,"A century ago, the struggle between stars and studios shaped the future of the movies.","A century ago, the struggle between stars and studios shaped the future of the movies.",1919: Hollywood’s Boom Year,1919: Hollywood’s Boom Year,
2019-03-05T21:09:29+0000,"Autostrade, a privatized road operator, dwarfs the Italian family’s fashion empire. It’s now facing angry questions about big profits and lax regulation.","Autostrade, a privatized road operator, dwarfs the Italian family’s fashion empire. It’s now facing angry questions about big profits and lax regulation.",Genoa Bridge Collapse Throws Harsh Light on Benettons’ Highway Billions,Italy Collapse Brings Infamy to a Fashion Family,
2019-01-29T17:32:04+0000,"The city’s restaurant scene has evolved since the last Super Bowl here. So look beyond downtown, enjoy the diversity and don’t forget breakfast.","The city’s restaurant scene has evolved since the last Super Bowl here. So look beyond downtown, enjoy the diversity and don’t forget breakfast.",A Game Plan for Eating Well in Atlanta,A Game Plan For Eating Well In Atlanta,
2019-03-29T10:00:09+0000,"Andrew Beal, a poker-playing billionaire and major Trump backer, could upend California’s carbon-free power goals with a case before federal regulators.","Andrew Beal, a poker-playing billionaire and major Trump backer, could upend California’s carbon-free power goals with a case before federal regulators.",A Texan’s Big Bet on a Fossil-Fuel Future for California,Texan Bets on a Fossil-Fuel Future for California,
2019-02-25T03:00:13+0000,"Alex McIntyre, 19, was brought up in a Britain being reshaped by government cuts. He gave up on capitalism after a year in college.","Alex McIntyre, 19, was brought up in a Britain being reshaped by government cuts. He gave up on capitalism after a year in college.","‘Austerity, That’s What I Know’: The Making of a Young U.K. Socialist",Growing Up Lean and Giving Up on Capitalism,
2019-01-24T22:00:03+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,16 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-02-21T22:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,18 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-02-21T10:00:12+0000,"Vanity Fair has ruled the roost, but its guest list is bloated by corporate sponsorships. And now there’s competition from Jay-Z.","Vanity Fair has ruled the roost, but its guest list is bloated by corporate sponsorships. And now there’s competition from Jay-Z.",It Was the Hottest Oscar Night Party. What Happened?,Hooray for Hollywood?,
2019-03-18T07:00:08+0000,Rick Singer built a national brand appealing to parents’ worries about their children’s college prospects. He said he had the secrets to admission.,Rick Singer built a national brand appealing to parents’ worries about their children’s college prospects. He said he had the secrets to admission.,‘Pied Piper’ of College Admissions Scam Had All the Answers,"A College Scam Built With Swagger, and Secrets",
2019-02-12T13:02:30+0000,Many students take lessons before reaching school age.,Many students take lessons before reaching school age.,"Early-Bird Children Catch the Lizard, and Pick Up Some English Along the Way",,
2019-01-12T11:00:04+0000,"Her divorce from the Amazon founder Jeff Bezos has made this novelist, and her private life, a public fascination.","Her divorce from the Amazon founder Jeff Bezos has made this novelist, and her private life, a public fascination.",Who Is MacKenzie Bezos?,Public Eye Falls on a Bezos Who Eluded It,
2019-01-10T11:40:22+0000,"The U.S. and China identified the issues between them, setting the stage for potential talks with top leaders from both countries.","The U.S. and China identified the issues between them, setting the stage for potential talks with top leaders from both countries.",DealBook Briefing: Progress in Talks to End the Trade War,DealBook Briefing: Progress in Talks to End the Trade War,
2019-03-07T17:56:37+0000,Celebrity homeowners can lend mystique and intrigue to any residence. ,Celebrity homeowners can lend mystique and intrigue to any residence. ,The Intrigue of Celebrity Living,,
2019-03-28T21:00:03+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,19 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-02-23T10:00:10+0000,"Multiple misleading identities, more than 100 host accounts and 18 corporations were created to run an illegal hotel business in Manhattan, according to a lawsuit filed by the city.","Multiple misleading identities, more than 100 host accounts and 18 corporations were created to run an illegal hotel business in Manhattan, according to a lawsuit filed by the city.",Inside the Rise and Fall of a Multimillion-Dollar Airbnb Scheme,Rise and Fall of a New York Airbnb Empire,
2019-02-15T10:00:18+0000,"On the first stop of his yearlong journey, the 52 Places Traveler makes it his mission to get off the beaten path and into the island.","On the first stop of his yearlong journey, the 52 Places Traveler makes it his mission to get off the beaten path and into the island.","Visiting Puerto Rico, and Finding the Up Beat",Embracing The Rhythms Of Puerto Rico,
2019-02-13T22:52:39+0000,"Is there a place for love and romance — or, at least, reading, writing and research about academic aspects of it — in your classroom?","Is there a place for love and romance — or, at least, reading, writing and research about academic aspects of it — in your classroom?","Valentine’s Day Across the Curriculum: Exploring the History, Literature, Economics, Science, Math and Psychology of Love and Romance","Valentine’s Day Across the Curriculum: Exploring the History, Literature, Economics, Science, Math and Psychology of Love and Romance",
2019-02-12T13:03:17+0000,A new series of short films on reform and opening-up attempt to showcase the global impact of the moment.,A new series of short films on reform and opening-up attempt to showcase the global impact of the moment.,A Turning Point in World History That Some Have Overlooked ,,
2019-02-14T22:00:05+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,20 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-01-09T10:00:02+0000,"Colorado elected a rich, gay, Jewish governor. It’s either a historic moment or progress-with-a-shrug — or both.","Colorado elected a rich, gay, Jewish governor. It’s either a historic moment or progress-with-a-shrug — or both.",Colorado’s Got a Gay Governor. Who Cares? ,America’s Gay Governor,
2019-02-01T00:28:55+0000,"She worked her way up from a stockroom worker to specializing in accentuating the curves of performers like Dorothy Dandridge, Mae West and Eartha Kitt.","She worked her way up from a stockroom worker to specializing in accentuating the curves of performers like Dorothy Dandridge, Mae West and Eartha Kitt.","Zelda Wynn, Fashion Designer to the Stars",,
2019-02-01T00:28:19+0000,"The first African-American cycling champion, fans called him the Black Cyclone. He blew past terrifying threats, setting records with an elegant grace.","The first African-American cycling champion, fans called him the Black Cyclone. He blew past terrifying threats, setting records with an elegant grace.","Major Taylor, World Champion Bicyclist",,
2019-02-01T00:28:15+0000,The ragtime master Scott Joplin and the blues singer Gladys Bentley are among many black men and women whose deaths The New York Times overlooked — until now.,The ragtime master Scott Joplin and the blues singer Gladys Bentley are among many black men and women whose deaths The New York Times overlooked — until now.,"For Black History Month, Remarkable Women and Men We Overlooked Since 1851",,
2019-02-01T00:28:50+0000,"Part artist, part businessman and all charisma, Hair started a movement that would allow African-American artists to make a living in the South.","Part artist, part businessman and all charisma, Hair started a movement that would allow African-American artists to make a living in the South.","Alfred Hair, Whose Collective Created a Path for Black Artists",,
2019-02-01T00:28:35+0000,"Born into slavery, Mary Ellen Pleasant became a Gold Rush-era millionaire, defying conventions of what a black woman could be in the 19th century.","Born into slavery, Mary Ellen Pleasant became a Gold Rush-era millionaire, defying conventions of what a black woman could be in the 19th century.",The Many Chapters of Mary Ellen Pleasant,,
2019-01-31T22:00:09+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,20 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-02-01T00:28:58+0000,"In one soul-chilling moment, Garner committed a desperate act, raising the question: Is slavery worse than death? Her life inspired a Toni Morrison novel.","In one soul-chilling moment, Garner committed a desperate act, raising the question: Is slavery worse than death? Her life inspired a Toni Morrison novel.","Margaret Garner, a Runaway Slave Who Killed Her Own Daughter",,
2019-02-01T00:28:47+0000,"McKinney was hailed in 1929 as “an honest-to-goodness screen star,” but she couldn’t find good roles in the United States. So she carved a niche in Europe.","McKinney was hailed in 1929 as “an honest-to-goodness screen star,” but she couldn’t find good roles in the United States. So she carved a niche in Europe.","Nina Mae McKinney, Who Defied the Barriers of Race to Find Stardom",,
2019-02-01T00:28:39+0000,Micheaux’s movies gave black America something they had never seen — their loves and lives on the big screen.,Micheaux’s movies gave black America something they had never seen — their loves and lives on the big screen.,"Oscar Micheaux, Intrepid Creator of Films on Race",,
2019-02-01T00:28:24+0000,It turns out Jackie Robinson was not the first big league baseball player known to be African-American. That distinction belongs to Moses Fleetwood Walker.,It turns out Jackie Robinson was not the first big league baseball player known to be African-American. That distinction belongs to Moses Fleetwood Walker.,Moses Fleetwood Walker,,
2019-02-01T00:29:06+0000,"In her top hat and tuxedo, Bentley loosened social mores as she swept through a Harlem speakeasy, soliciting the audience for dirty lyrics.","In her top hat and tuxedo, Bentley loosened social mores as she swept through a Harlem speakeasy, soliciting the audience for dirty lyrics.","Gladys Bentley, Gender-Bending Blues Performer and ’20s Harlem Royalty",,
2019-02-01T00:29:02+0000,"Scott Joplin elevated ragtime, composed one of the first African-American operas and laid the groundwork for jazz.","Scott Joplin elevated ragtime, composed one of the first African-American operas and laid the groundwork for jazz.","Scott Joplin, Ragtime Master Who Wrote ‘The Entertainer’",,
2019-02-01T00:28:43+0000,"Woods was the most prolific black inventor at the turn of the 19th century, but when he died, he was all but forgotten, buried in an unmarked grave.","Woods was the most prolific black inventor at the turn of the 19th century, but when he died, he was all but forgotten, buried in an unmarked grave.","Granville T. Woods, Inventor Known as ‘Black Edison’",,
2019-02-01T00:28:32+0000,"She had been primed, by temperament and family ties, to fight for racial equality. Her moment came on a streetcar ride to church.","She had been primed, by temperament and family ties, to fight for racial equality. Her moment came on a streetcar ride to church.","Elizabeth Jennings, Who Desegregated New York’s Trolleys",,
2019-02-01T00:28:28+0000,An African-American entrepreneur seized the chance to draw black New Yorkers from slums to a comfortable white enclave.,An African-American entrepreneur seized the chance to draw black New Yorkers from slums to a comfortable white enclave.,"Philip Payton, the Real Estate Mogul Who Made Harlem a Black Mecca",,
2019-03-15T12:44:53+0000,"A charismatic pastor in New Jersey (who also calls himself a rabbi) leads a church fixated on end times. Before the apocalypse, however, he’s fitting in a trip to Mar-a-Lago.","A charismatic pastor in New Jersey (who also calls himself a rabbi) leads a church fixated on end times. Before the apocalypse, however, he’s fitting in a trip to Mar-a-Lago.",#MAGA Church: The Doomsday Prophet Who Says the Bible Predicted Trump,Preaching the Gospel  According to Trump,
2019-01-17T22:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,21 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-02-07T22:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,21 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-01-27T01:00:06+0000,"With 5G networks about to remake the internet, the Trump administration fears decisions made in the next six months on China’s role will resonate for decades.","With 5G networks about to remake the internet, the Trump administration fears decisions made in the next six months on China’s role will resonate for decades.","In 5G Race With China, U.S. Pushes Allies to Fight Huawei",U.S. Scrambles to Outrun China in New Arms Race,
2019-03-30T16:00:07+0000,"Are Kourtney, Kim, Khloé, Kendall and Kylie America’s savviest C.E.O.s?","Are Kourtney, Kim, Khloé, Kendall and Kylie America’s savviest C.E.O.s?",Keeping Up With the Kardashian Cash Flow,The Keys to Their Kingdom,
2019-03-21T09:00:08+0000,Several women said Mr. Steinhardt made sexual requests of them while they were relying on or seeking his support. He denies many of the actions attributed to him.,Several women said Mr. Steinhardt made sexual requests of them while they were relying on or seeking his support. He denies many of the actions attributed to him.,"Michael Steinhardt, a Leader in Jewish Philanthropy, Is Accused of a Pattern of Sexual Harassment",A Leading Jewish Philanthropist  Is Accused of Sexual Harassment,
2019-01-10T22:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,22 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-03-03T05:30:02+0000,All of the weddings right here on one handy page for you.,All of the weddings right here on one handy page for you.,This Week’s Wedding Announcements,This Week’s Wedding Announcements,
2019-03-19T17:35:48+0000,"Fifty people were killed when a gunman stormed two mosques in Christchurch, New Zealand, and opened fire on worshippers. Among the dead were students, athletes, engineers and an aspiring pilot.","Fifty people were killed when a gunman stormed two mosques in Christchurch, New Zealand, and opened fire on worshippers. Among the dead were students, athletes, engineers and an aspiring pilot.",The New Zealand Shooting Victims Spanned Generations and Nationalities,Portraits Emerge Of Lives Cut Short By Gunman’s Hate,
2019-02-27T15:44:42+0000,"Michael Cohen, President Trump’s former lawyer, called him a conman and a cheat and provided financial documents about his business practices.","Michael Cohen, President Trump’s former lawyer, called him a conman and a cheat and provided financial documents about his business practices.",Full Transcript: Michael Cohen’s Opening Statement to Congress,Full Transcript: Michael Cohen’s Opening Statement to Congress,
2019-03-30T18:49:04+0000,The City of David is being unearthed on land that much of the world does not believe belongs to Israel.,The City of David is being unearthed on land that much of the world does not believe belongs to Israel.,Can an Archaeological Dig Change the Future of Jerusalem?,,
2019-03-26T09:00:10+0000,The Washington-based literary agency Javelin has mastered the art of the Trump tell-all book — and come up with a blueprint for how to get out of the administration in one piece.,The Washington-based literary agency Javelin has mastered the art of the Trump tell-all book — and come up with a blueprint for how to get out of the administration in one piece.,How to Leave the Trump White House With a Million Dollar Parachute,The Escape Artists,
2019-01-03T22:00:03+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,30 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-02-07T12:00:01+0000,These women want the right to compete in big-wave contests — and get paid as much as men do.,These women want the right to compete in big-wave contests — and get paid as much as men do.,The Fight for Gender Equality in One of the Most Dangerous Sports on Earth,,
2019-01-23T16:15:48+0000,Over 100 Times articles and essays from across sections — and ideas for how to use them in a school setting. What would you add?,Over 100 Times articles and essays from across sections — and ideas for how to use them in a school setting. What would you add?,"Empathy and Resilience, Responsibility and Self-Care: Resources for Social and Emotional Learning From The New York Times",,
2019-01-31T10:00:02+0000,Asghar Farhadi’s films fill theaters in a country where taking sides can be dangerous. They’ve also captivated Hollywood.,Asghar Farhadi’s films fill theaters in a country where taking sides can be dangerous. They’ve also captivated Hollywood.,How Iran’s Greatest Director Makes Art of Moral Ambiguity,The Universalist,
2019-02-12T10:00:03+0000,Two European entrepreneurs want to remove carbon from the air at prices cheap enough to matter.,Two European entrepreneurs want to remove carbon from the air at prices cheap enough to matter.,The Tiny Swiss Company That Thinks It Can Help Stop Climate Change,The Carbon Chase,
2019-01-29T10:00:04+0000,"After decades of resistance to sports gambling, team owners and state officials are laying the groundwork for it — with potentially huge implications.","After decades of resistance to sports gambling, team owners and state officials are laying the groundwork for it — with potentially huge implications.","Will Sports Betting Transform How Games Are Watched, and Even Played?",Bet on It,
2019-02-13T10:00:04+0000,Computer programming once had much better gender balance than it does today. What went wrong?,Computer programming once had much better gender balance than it does today. What went wrong?,The Secret History of Women in Coding,The Secret History of Women In Coding,
2019-02-05T10:00:04+0000,"When the Russian politician Denis Voronenkov was gunned down in Ukraine, officials blamed the Kremlin. The truth was more complicated.","When the Russian politician Denis Voronenkov was gunned down in Ukraine, officials blamed the Kremlin. The truth was more complicated.","He Played by the Rules of Putin’s Russia, Until He Didn’t: The Story of a Murder",The Life and Death of Denis Voronenkov,
2019-03-07T05:11:30+0000,"Listen to music — from the blockbuster hits, critical darlings and conversation pieces of the moment — few of which take a direct route to the usual joys of pop.","Listen to music — from the blockbuster hits, critical darlings and conversation pieces of the moment — few of which take a direct route to the usual joys of pop.",The Top 25 Songs That Matter Right Now,,
