Published,Snippet,Lead Paragraph,Main Headline,Print Headline,Seo Headline
2019-03-18T23:12:09+0000,"New details are emerging about the long, symbiotic and at times troubled relationship between the president and his loyal German bank.","New details are emerging about the long, symbiotic and at times troubled relationship between the president and his loyal German bank.",Deutsche Bank and Trump: $2 Billion in Loans and a Wary Board,Deutsche Bank and Trump: $2 Billion in Loans and a Wary Board,
2019-03-18T22:46:48+0000,"The maker of denim and Dockers will start trading on Thursday, a milestone for a 165-year-old company that has experienced a resurgence in the past decade.","The maker of denim and Dockers will start trading on Thursday, a milestone for a 165-year-old company that has experienced a resurgence in the past decade.","Levi’s, Whose Jeans Are a Rugged Symbol of Americana, Prepares to Go Public",Resurgence Of Rugged,
2019-03-06T11:21:09+0000,Nissan’s former chairman was released on bail today after being held in a Tokyo jail since late November.,Nissan’s former chairman was released on bail today after being held in a Tokyo jail since late November.,DealBook Briefing: Carlos Ghosn Is Out of Jail,DealBook Briefing: Carlos Ghosn Is Out of Jail,
2019-02-23T23:00:04+0000,"Behind the scenes, businesspeople worry that Beijing has become more interested in solidifying its control over people’s lives than promoting economic growth.","Behind the scenes, businesspeople worry that Beijing has become more interested in solidifying its control over people’s lives than promoting economic growth.",China’s Entrepreneurs Are Wary of Its Future,Entrepreneurs Wary About Direction of China,
2019-02-01T16:20:40+0000,"For years, BuzzFeed seemed to be leading the journalism industry toward a brave new future. Now that it has stumbled, the way ahead looks more old-school than ever.","For years, BuzzFeed seemed to be leading the journalism industry toward a brave new future. Now that it has stumbled, the way ahead looks more old-school than ever.",Digital Media: What Went Wrong,Digital Media Hits a Rut. What’s Next?,
2019-03-16T09:00:10+0000,"With China no longer accepting used plastic and paper, communities are facing steep collection bills, forcing them to end their programs or burn or bury more waste.","With China no longer accepting used plastic and paper, communities are facing steep collection bills, forcing them to end their programs or burn or bury more waste.","As Costs Skyrocket, More U.S. Cities Stop Recycling","As Costs Surge, Cities’ Recycling Becomes Refuse",
2019-03-02T17:00:12+0000,"Panelists at the conference, convened by The New York Times, discussed the opportunities and risks that are emerging as the use of artificial intelligence accelerates.","Panelists at the conference, convened by The New York Times, discussed the opportunities and risks that are emerging as the use of artificial intelligence accelerates.",Excerpts From the New Work Summit,FROM THE CONFERENCE,
2019-03-24T10:52:03+0000,How much will the company be valued at? What can go wrong? Who stands to get rich? Let us answer all those questions and more.,How much will the company be valued at? What can go wrong? Who stands to get rich? Let us answer all those questions and more.,DealBook Special: Everything You Need to Know About the Lyft I.P.O.,What You Need to Know About the Lyft I.P.O.,
2019-03-22T16:15:19+0000,"The carmaker said it would invest $300 million in its Orion Township, Mich., plant in connection with producing the new model there.","The carmaker said it would invest $300 million in its Orion Township, Mich., plant in connection with producing the new model there.",G.M. Plans New Electric Vehicle Made at Chevy Bolt Plant,G.M. Adding Electric Car And 400 Jobs in Michigan,
2019-03-20T11:08:18+0000,"The antitrust fine, the third imposed on Google by the European Union since 2017, reinforces Europe’s regulatory role as the world’s most aggressive tech watchdog.","The antitrust fine, the third imposed on Google by the European Union since 2017, reinforces Europe’s regulatory role as the world’s most aggressive tech watchdog.",Google Fined $1.7 Billion by E.U. for Unfair Advertising Rules,Google Fined $1.7 Billion By E.U. for Ad Practices,
2019-04-01T17:40:41+0000,The Labor Department offered a view far narrower than the Obama administration’s regarding companies’ liability for workplace violations by franchisees.,The Labor Department offered a view far narrower than the Obama administration’s regarding companies’ liability for workplace violations by franchisees.,U.S. Moves to Limit Wage Claims Against Chains Like McDonald’s,U.S. Moves to Shield Chains From Claims,
2019-03-07T07:00:06+0000,"Spain’s Socialist prime minister pushed through a 22 percent increase in the minimum wage law. As salaries increase, businesses fear an erosion in jobs.","Spain’s Socialist prime minister pushed through a 22 percent increase in the minimum wage law. As salaries increase, businesses fear an erosion in jobs.",Spain’s Minimum Wage Just Jumped. The Debate Is Continuing.,Spain’s Minimum Wage Has Surged. So Has Debate.,
2019-03-06T17:09:17+0000,"Elon Musk’s shift to online-only sales, after racing to open stores, has raised new questions about the electric-car maker’s outlook.","Elon Musk’s shift to online-only sales, after racing to open stores, has raised new questions about the electric-car maker’s outlook.",Tesla’s Troubles Mount: Shuttered Showrooms and Sinking Shares,Tesla Swerves on Sales Strategy,
2019-01-28T21:30:07+0000,Hand-wringing over a possible slowdown only adds to the importance of the latest releases.,Hand-wringing over a possible slowdown only adds to the importance of the latest releases.,What’s Happening in the Economy? Here’s a Guide to the Data,What’s Happening in the Economy? Here’s a Guide to the Data,
2019-03-17T18:49:41+0000,"Although much remains unsettled before an April goal, one thing is clear: The Trump administration wants to hold the threat of tariffs over Beijing.","Although much remains unsettled before an April goal, one thing is clear: The Trump administration wants to hold the threat of tariffs over Beijing.","Trade Fight With China Enters Overtime, With Tariffs a Costly Sticking Point","U.S. and China Seek April Deadline, But Tariffs Hang Over Trade Talks",
2019-01-14T23:51:17+0000,"Stephen B. Burke, the chief executive of NBCUniversal, put Jeff Shell in charge of the company’s Hollywood operations, while Mark Lazarus will oversee its TV assets.","Stephen B. Burke, the chief executive of NBCUniversal, put Jeff Shell in charge of the company’s Hollywood operations, while Mark Lazarus will oversee its TV assets.",Executive Shuffle at NBC Hints at C.E.O. Succession,"NBC Shuffles  Executives, With Hints At Succession",
2019-03-26T09:00:10+0000,"Lobbyists are pressing legislatures, and sometimes working around them, to keep workers from being deemed employees and save the companies billions.","Lobbyists are pressing legislatures, and sometimes working around them, to keep workers from being deemed employees and save the companies billions.",Is Gig Work a Job? Uber and Others Are Maneuvering to Shape the Answer, Job or Gig? Lobbyists See Opportunity,
2019-01-22T12:00:01+0000,"“Merchants of Truth,” by the former executive editor of The Times, offers a firsthand account of the news media’s crisis.","“Merchants of Truth,” by the former executive editor of The Times, offers a firsthand account of the news media’s crisis.","Jill Abramson’s Book Charts Journalism’s Stormy Seas, With Some Personal Regrets and Score-Settling",Journalism’s Stormy Seas,
2019-02-14T16:43:16+0000,Its plan to build a sprawling complex in Queens in return for nearly for $3 billion in government incentives had come under fierce opposition from local lawmakers.,Its plan to build a sprawling complex in Queens in return for nearly for $3 billion in government incentives had come under fierce opposition from local lawmakers.,Amazon Pulls Out of Planned New York City Headquarters,Amazon Scraps New York Campus,
2019-03-06T13:04:17+0000,One of the top Wall Street banks unveiled a “flexible” dress code meant to draw younger workers and sneaker-wearing Silicon Valley clients.,One of the top Wall Street banks unveiled a “flexible” dress code meant to draw younger workers and sneaker-wearing Silicon Valley clients.,Goldman Sachs Tells Its Bankers to Loosen Their Neckties,Goldman Sachs Tells Its Bankers to Loosen Their Neckties,
2019-03-15T09:36:34+0000,"Accused of using its App Store to undercut competitors, Apple said Spotify was treated like all other developers that use the App Store.","Accused of using its App Store to undercut competitors, Apple said Spotify was treated like all other developers that use the App Store.",Apple Defends App Store Policies After Spotify’s Antitrust Complaint,Apple Defends App Store Policies After Spotify’s Complaint,
2019-02-24T22:36:23+0000,"Start-ups are offering health care services like doctors, prescription drugs and wellness programs as fast and easy as hailing an Uber driver.","Start-ups are offering health care services like doctors, prescription drugs and wellness programs as fast and easy as hailing an Uber driver.",When the Waiting Room Is Your Living Room,"A Doctor at Your Fingertips, and on Your Doorstep",
2019-03-04T14:53:25+0000,"The company’s two core businesses are both facing upheaval as tech companies like Amazon, Netflix, Apple, Google and Facebook have become dominant players in both entertainment and distribution.","The company’s two core businesses are both facing upheaval as tech companies like Amazon, Netflix, Apple, Google and Facebook have become dominant players in both entertainment and distribution.","AT&T Assembles a Media Team, Joining a Battle With Giants",AT&amp;T Joins Media War  As 1st Hybrid Amid Giants,
2019-03-28T16:00:04+0000,"In “Thin Blue Lie” Matt Stroud untangles the web of law enforcement agencies, for-profit corporations and politicians that have put technology at the center of policing.","In “Thin Blue Lie” Matt Stroud untangles the web of law enforcement agencies, for-profit corporations and politicians that have put technology at the center of policing.",The Author Who Tased Himself to Reveal the Failures of High-Tech Policing,Electric Blue,
2019-02-23T11:00:37+0000,The market rout late last year and losses at Kraft Heinz hurt Berkshire’s profits. Mr. Buffett also talked about his appetite for huge deals and the U.S. budget deficit.,The market rout late last year and losses at Kraft Heinz hurt Berkshire’s profits. Mr. Buffett also talked about his appetite for huge deals and the U.S. budget deficit.,"Kraft Heinz, the U.S. Budget, and Big Stock Losses Feature in Warren Buffett’s Letter","Buffett’s Letter to Shareholders: Big Losses,  A Buyback Boom and the U.S. Budget Deficit",
2019-02-13T15:06:44+0000,The most important changes to the tax code in decades have taken effect — and filers are confused. We asked C.P.A.s and other tax-prep pros to simplify things.,The most important changes to the tax code in decades have taken effect — and filers are confused. We asked C.P.A.s and other tax-prep pros to simplify things.,"The 8 Most Common 2019 Tax Return Questions, Answered by Experts",You’ve Got Tax Questions? The Pros Have Answers,
2019-04-04T10:32:29+0000,The advocacy group Guns Down America graded 15 banks based on their support for the gun industry. Most received dismal appraisals.,The advocacy group Guns Down America graded 15 banks based on their support for the gun industry. Most received dismal appraisals.,DealBook Briefing: Banks Get a Failing Grade on Guns,DealBook Briefing: Banks Get a Failing Grade on Guns,
2019-04-05T09:00:14+0000,"They were once so close. Now, writers are accusing their representatives of enriching themselves at their clients’ expense.","They were once so close. Now, writers are accusing their representatives of enriching themselves at their clients’ expense.",TV’s New Golden Age Produces Financial Drama: Writers vs. Their Agents,The New Golden Age of TV Produces Financial Drama,
2019-04-04T11:47:09+0000,"In an interview, his wife, Carole Ghosn, described aggressive tactics and a thorough home search. Experts called his latest arrest in Japan an unusually forceful move.","In an interview, his wife, Carole Ghosn, described aggressive tactics and a thorough home search. Experts called his latest arrest in Japan an unusually forceful move.","For Carlos Ghosn, an Early Morning Knock Increases the Pressure, Again",Keeping Heat on Ghosn With a 6 A.M. Knock,
2019-03-14T15:04:24+0000,"White-collar workers face job cuts and shrinking paychecks even in go-go industries like technology, suggesting the economic pain is broader than official figures show.","White-collar workers face job cuts and shrinking paychecks even in go-go industries like technology, suggesting the economic pain is broader than official figures show.","China’s Slowdown Already Hit Its Factories. Now Its Offices Are Hurting, Too.",China’s Pain Trickles Up,
2019-01-31T23:03:30+0000,"The economy added 304,000 jobs in January, the 100th consecutive month of payroll gains. Unemployment ticked up to 4 percent, possibly a shutdown-related anomaly.","The economy added 304,000 jobs in January, the 100th consecutive month of payroll gains. Unemployment ticked up to 4 percent, possibly a shutdown-related anomaly.",U.S. Job Gains Show Employers Shrugged Off Government Shutdown,U.S. Job Gains Stayed on Pace Amid Shutdown,
2019-03-18T09:00:09+0000,A federal judge’s dismissal of a market manipulation case against a former Barclays trader is further evidence of the difficulty of proving fraud when sophisticated parties are involved.,A federal judge’s dismissal of a market manipulation case against a former Barclays trader is further evidence of the difficulty of proving fraud when sophisticated parties are involved.,Can Sophisticated Investors Be Defrauded? Courts Keep Ruling No,Can Sophisticated Investors Be Defrauded? Courts Keep Ruling No,
2019-01-22T23:00:03+0000,"The once mighty cable giant is paying $340 million for the free, advertising-based service, which has about 12 million active viewers a month.","The once mighty cable giant is paying $340 million for the free, advertising-based service, which has about 12 million active viewers a month.","Viacom Buys PlutoTV Streaming Service, Its Biggest Digital Push Yet","Viacom Acquires PlutoTV Streaming Service, Its Biggest Digital Push Yet",
2019-04-04T10:00:06+0000,Guns Down America graded 15 large consumer banks on their commitment to gun safety and their relationships to the gun industry.,Guns Down America graded 15 large consumer banks on their commitment to gun safety and their relationships to the gun industry.,Gun Control Group’s Report Card on U.S. Banks’ Firearms Ties Has Several Fs,Gun Control Group Flunks 6 Banks for Industry Ties,
2019-03-12T13:00:07+0000,"The North Lawndale headquarters, a source of pride to residents before the retailer moved downtown, has slowly been redeveloped after years of sitting vacant.","The North Lawndale headquarters, a source of pride to residents before the retailer moved downtown, has slowly been redeveloped after years of sitting vacant.",Former Sears Complex Returns as a Beacon in a Chicago Neighborhood,"Long After Sears Left, Its Buildings Thrive Again",
2019-03-01T14:40:26+0000,It should soon be clear if Tesla is the profitable mass-market electric-car maker that Elon Musk has long promised.,It should soon be clear if Tesla is the profitable mass-market electric-car maker that Elon Musk has long promised.,Elon Musk Will Have to Contend With Tesla Short Sellers Again,Elon Musk Will Have to Contend With Tesla Short Sellers Again,
2019-04-03T14:00:04+0000,The deal for the highly regarded independent agency highlights the ad industry’s rapidly changing competitive landscape.,The deal for the highly regarded independent agency highlights the ad industry’s rapidly changing competitive landscape.,"Accenture Is Buying Droga5, an Ad Agency, Making a Bet on Creativity",Accenture  Makes Bet On Creative With Droga5,
2019-02-16T10:00:12+0000,"With millions of people filing tax returns under a new tax law and after a long government shutdown, this is a challenging year. We offer survival tips and extensive coverage.","With millions of people filing tax returns under a new tax law and after a long government shutdown, this is a challenging year. We offer survival tips and extensive coverage.",Tax Season is Even More Stressful Than Usual This Year,Tax Season is Even More Stressful Than Usual This Year,
2019-03-21T10:17:07+0000,"Central bank forecasts suggest that it won’t raise rates this year, and Wall Street couldn’t be happier.","Central bank forecasts suggest that it won’t raise rates this year, and Wall Street couldn’t be happier.","DealBook Briefing: The Fed Gave Trump What He Wants, Carefully","DealBook Briefing: The Fed Gave Trump What He Wants, Carefully",
2019-03-10T16:59:28+0000,"At a recent industry gathering, retailers talked of how collecting customer data will help them compete in a landscape dominated by the internet.","At a recent industry gathering, retailers talked of how collecting customer data will help them compete in a landscape dominated by the internet.",Stores See a Future Without ‘May I Help You?’ (They’ll Already Have Your Data),Stores See a Future Where Your Data Guides Your Visit,
2019-03-01T14:31:00+0000,Eurotunnel sued the Department for Transport over the handling of contracts to provide extra freight capacity.,Eurotunnel sued the Department for Transport over the handling of contracts to provide extra freight capacity.,U.K. Government to Pay Eurotunnel £33 Million Over Brexit Contracts,U.K. Government Settles Lawsuit With Eurotunnel as Brexit Nears,
2019-02-22T23:42:48+0000,"The film and television company, which focuses on issues-oriented entertainment, has 17 nominations, just a couple of years after laying off half its staff.","The film and television company, which focuses on issues-oriented entertainment, has 17 nominations, just a couple of years after laying off half its staff.",Oscars Provide Stage for Participant Media’s Comeback Story,Oscars Provide Stage for a Comeback From Flops,
2019-02-27T13:32:20+0000,"The Tesla chief executive is in trouble with the U.S. Securities and Exchange Commission again, but he could stand to gain from the strife.","The Tesla chief executive is in trouble with the U.S. Securities and Exchange Commission again, but he could stand to gain from the strife.",Could Elon Musk Talk Himself Into a Tesla Buyout?,Could Elon Musk Talk Himself Into a Tesla Buyout?,
2019-03-27T12:58:56+0000,"As the Affordable Care Act comes under renewed attack, Centene is betting big on government-funded health care.","As the Affordable Care Act comes under renewed attack, Centene is betting big on government-funded health care.","Centene to Buy WellCare for $15.3 Billion, Creating Health Care Giant",Centene  To Size Up By Buying WellCare,
2019-04-03T12:45:50+0000,The largest radio broadcaster in the United States says radio offers “companionship” to compete against streaming music services.,The largest radio broadcaster in the United States says radio offers “companionship” to compete against streaming music services.,The Radio Giant iHeartMedia Prepares for Possible I.P.O.,"IHeartMedia, in Bankruptcy Last Year, Hints at I.P.O.",
2019-03-05T14:00:06+0000,Cranes dot the skyline and construction projects divert traffic as the neighborhood known as DTLA undergoes the biggest development boom since the Roaring Twenties.,Cranes dot the skyline and construction projects divert traffic as the neighborhood known as DTLA undergoes the biggest development boom since the Roaring Twenties.,Revitalization Projects Reawaken Downtown Los Angeles,"A Sleepy Giant, Los Angeles’s Core, Reawakens",
2019-02-20T14:27:48+0000,"The bills come amid a trend toward “cash-free” stores, which supporters say are more convenient. Critics counter that they discriminate against the poor.","The bills come amid a trend toward “cash-free” stores, which supporters say are more convenient. Critics counter that they discriminate against the poor.",This Legislation Could Force Stores to Take Your Cash,"As More Stores Go Cashless, Lawmakers Push Back",
2019-03-27T07:00:05+0000,Public comments from the company have been relatively sparse while an outcry grew after a second deadly crash involving one of its planes.,Public comments from the company have been relatively sparse while an outcry grew after a second deadly crash involving one of its planes.,"As Boeing Confronted a Swelling Crisis, It Had Little to Say",Boeing Appeared to Be Caught Off Guard as a Public Outcry Grew,
2019-01-23T21:09:51+0000,Shareholders haven’t been successful in holding companies accountable for data breaches. But that changed in the first month of 2019.,Shareholders haven’t been successful in holding companies accountable for data breaches. But that changed in the first month of 2019.,Lessons for Corporate Boardrooms From Yahoo’s Cybersecurity Settlement,,
2019-03-12T13:14:13+0000,"Edward Stack became a prominent voice for gun safety after the deadly mass shooting in Parkland, Fla., last year. That may be taking a toll on his business.","Edward Stack became a prominent voice for gun safety after the deadly mass shooting in Parkland, Fla., last year. That may be taking a toll on his business.",Dick’s Sporting Goods Shifts From Guns Even as Sales Suffer,Dick’s Scales Back Guns Even as Sales Lag,
2019-01-14T17:01:27+0000,Years of research show female investors outperform men. But only about 1 in 5 brokers are women.,Years of research show female investors outperform men. But only about 1 in 5 brokers are women.,Consider Firing Your Male Broker,Consider Firing Your Male Broker,
2019-03-04T02:00:04+0000,Luminary is unveiling nearly $100 million in funding and a subscription-based business model that it hopes will push podcasting into a new phase of growth.,Luminary is unveiling nearly $100 million in funding and a subscription-based business model that it hopes will push podcasting into a new phase of growth.,"With Big Stars and Paid Subscriptions, Luminary Aims to Be the Netflix of Podcasts",Podcast Start-Up Tests Paid Subscriptions,
2019-02-16T18:36:00+0000,The once-popular seller of inexpensive women’s footwear was a staple in many suburban shopping malls. But it struggled to stay relevant.,The once-popular seller of inexpensive women’s footwear was a staple in many suburban shopping malls. But it struggled to stay relevant.,Payless Shoes to Shut All U.S. Stores and Wind Down Online Operation,Payless to Shut All U.S. Stores In Liquidation,
2019-01-06T21:21:07+0000,"Kenichiro Yoshida says he considers Sony “a creative entertainment company” and sees the PlayStation Network as a way to bring Sony movies, shows and music to consumers.","Kenichiro Yoshida says he considers Sony “a creative entertainment company” and sees the PlayStation Network as a way to bring Sony movies, shows and music to consumers.",Sony’s Chief Plans to Make Entertainment Assets a Priority,"Sony’s Leader Makes More Room for Movies, Shows and Music",
2019-02-01T10:00:06+0000,Will Hunt travels from New York’s subways to Australian ochre mines to tell the subterranean story of what exists beneath us.,Will Hunt travels from New York’s subways to Australian ochre mines to tell the subterranean story of what exists beneath us.,A Deep Dive Into the ‘Underground’ World of Caves and Tunnels,Deep Dive,
2019-03-07T23:26:22+0000,"The proposal would affect salaried workers making less than $35,000, up from about $23,700, but is less sweeping than an Obama administration plan.","The proposal would affect salaried workers making less than $35,000, up from about $23,700, but is less sweeping than an Obama administration plan.",Labor Department Seeks to Make More Eligible for Overtime,Labor Dept. Seeks Rise In Overtime Threshold,
2019-03-22T10:18:07+0000,"The former head of McKinsey spent time in prison for tipping an insider-trading ring. Now, Mr. Gupta is speaking out — but not apologizing.","The former head of McKinsey spent time in prison for tipping an insider-trading ring. Now, Mr. Gupta is speaking out — but not apologizing.",DealBook Briefing: Rajat Gupta Won’t Say Sorry,DealBook Briefing: Rajat Gupta Won’t Say Sorry,
2019-03-15T11:00:04+0000,Contracts with the clauses aim to keep doctors from taking patients with them when they leave. But some patients say it hurts them.,Contracts with the clauses aim to keep doctors from taking patients with them when they leave. But some patients say it hurts them.,Did Your Doctor Disappear Without a Word? A Noncompete Clause Could Be the Reason,When Your Doctor Disappears Without a Word,
2019-04-02T20:15:13+0000,Executives have been burned by their previous dealings with big tech companies. But Apple’s promise of a billion devices worldwide was too good to pass up. Even for Rupert Murdoch.,Executives have been burned by their previous dealings with big tech companies. But Apple’s promise of a billion devices worldwide was too good to pass up. Even for Rupert Murdoch.,Media Companies Take a Big Gamble on Apple,Old Media Gambles on a Deal With Apple,
2019-03-28T22:00:23+0000,"Unicorn companies like Lyft are finally going public, after large gains have been captured by elite early investors.","Unicorn companies like Lyft are finally going public, after large gains have been captured by elite early investors.","In This Tech I.P.O. Wave, Big Investors Grab More of the Gains",Sky’s the Limit for I.P.O.s?,
2019-03-21T16:41:12+0000,"Mr. Modi, whose diamonds have adorned Hollywood stars, has been accused of a major bank fraud in India.","Mr. Modi, whose diamonds have adorned Hollywood stars, has been accused of a major bank fraud in India.","Nirav Modi, Fugitive ‘Jeweler to the Stars,’ Is Arrested in London",Indian Jewelry Designer Is Arrested in London,
2019-03-20T04:02:05+0000,The $71.3 billion acquisition of most of Rupert Murdoch’s entertainment empire is officially done. The ripple effects may not become clear for years.,The $71.3 billion acquisition of most of Rupert Murdoch’s entertainment empire is officially done. The ripple effects may not become clear for years.,Disney Moves From Behemoth to Colossus With Closing of Fox Deal,"As Disney Gets Gigantic, Ripples May Also Be Big",
2019-01-31T21:04:29+0000,"G.E. made no forecast for what its profits and revenue would look like this year, and its C.E.O. said 2019 was “still very much a work in progress.”","G.E. made no forecast for what its profits and revenue would look like this year, and its C.E.O. said 2019 was “still very much a work in progress.”","G.E. Earnings Show Glimmers of a Turnaround, but Big Challenges Still Loom","Big Challenges Remain, but G.E. Earnings Offer Glimmer of Hope",
2019-01-22T22:30:02+0000,"Ever since President Xi Jinping unveiled a plan to link Asia, Europe and Africa with building projects, Beijing has hailed it as central to its foreign policy. China has turned down the volume on its plan.","Ever since President Xi Jinping unveiled a plan to link Asia, Europe and Africa with building projects, Beijing has hailed it as central to its foreign policy. China has turned down the volume on its plan.","China Proceeds With Belt and Road Push, but Does It More Quietly",China Tiptoes on Belt and Road,
2019-02-05T21:09:24+0000,Regulatory and market pressures are creating a tough operating environment for many vendors. Oversaturation and changing culinary tastes are also concerns.,Regulatory and market pressures are creating a tough operating environment for many vendors. Oversaturation and changing culinary tastes are also concerns.,"Food Trucks ‘Are No Longer a Novelty,’ but They Are Adapting","Besieged, Mobile Food Vendors Circle Their Trucks",
2019-01-09T17:03:34+0000,"In contrast to President Trump, President Moon Jae-in of South Korea has embraced a pro-labor program of higher wages and taxes. The early results have been discouraging.","In contrast to President Trump, President Moon Jae-in of South Korea has embraced a pro-labor program of higher wages and taxes. The early results have been discouraging.","South Korea Raised Taxes in Bid for Growth. So Far, It’s Not Working.","Raising Taxes and Wages, And Waiting for It to Work",
2019-04-03T10:37:20+0000,A New York Times investigation reveals how much power the Murdoch media machine wields — and uncovers the cracks within the family that controls it.,A New York Times investigation reveals how much power the Murdoch media machine wields — and uncovers the cracks within the family that controls it.,DealBook Briefing: Inside the Deep Fissures of the Murdoch Empire,DealBook Briefing: Inside the Deep Fissures of the Murdoch Empire,
2019-03-04T10:26:31+0000,"The retail tycoon had been accused of trying to massage people in the office, touching people inappropriately and asking employees for sex.","The retail tycoon had been accused of trying to massage people in the office, touching people inappropriately and asking employees for sex.","Ted Baker Chief, Ray Kelvin, Resigns Amid Harassment Claims",Embattled Ted Baker Chief Exits,
2019-03-04T11:41:20+0000,"Washington and Beijing are edging toward an agreement on trade, but it may do little to materially change China’s practices.","Washington and Beijing are edging toward an agreement on trade, but it may do little to materially change China’s practices.",DealBook Briefing: A China Trade Deal Might Not Change Much,DealBook Briefing: A China Trade Deal Might Not Change Much,
2019-02-15T01:02:19+0000,"As the company cancels its plans for a major Queens campus, anti-corporate activists got what they wanted at a great cost.","As the company cancels its plans for a major Queens campus, anti-corporate activists got what they wanted at a great cost.","New York Returns 25,000 Jobs to Amazon",Amazon’s Bitter Departure,
2019-01-08T14:55:38+0000,"Beijing’s proposed concessions may help both sides, but may not alleviate the tensions fueling its economic conflict with the United States.","Beijing’s proposed concessions may help both sides, but may not alleviate the tensions fueling its economic conflict with the United States.",China Offers Trump a Trade Peace Deal. It May Not Be Enough.,China Budges on Tariffs. Will U.S. Budge Back?,
2019-01-31T11:00:04+0000,The California native is “an energy person” who worked in TV and then did a little of everything at the couple’s start-up. It all prepared her to take it public.,The California native is “an energy person” who worked in TV and then did a little of everything at the couple’s start-up. It all prepared her to take it public.,Julia Hartz Founded Eventbrite With Her Fiancé. Then She Took His Job.,She Went From ‘Candy Land’ to ‘Tron’,
2019-04-05T19:12:34+0000,Some thought that forcing disclosure would shame companies into action. But the divide has widened at about 40 percent of them since last year’s data.,Some thought that forcing disclosure would shame companies into action. But the divide has widened at about 40 percent of them since last year’s data.,"Pay Gap for Men and Women Grew at Many British Employers, Report Shows",Report on Britain’s Gender Pay Gap Disappoints,
2019-01-30T20:56:26+0000,Food retailers and producers warn that supermarkets and food outlets would be the first to feel the impact of Britain crashing out of the European Union with no deal.,Food retailers and producers warn that supermarkets and food outlets would be the first to feel the impact of Britain crashing out of the European Union with no deal.,"The Post-Brexit Food Chain: ‘This Is Really, Really Scary’","Brexit Could Make Food Inglorious, Retailers Warn",
2019-02-12T01:18:50+0000,"The paper, which has flourished under Mr. Bezos’ ownership, is now reporting on his dispute with another publisher, American Media Inc.","The paper, which has flourished under Mr. Bezos’ ownership, is now reporting on his dispute with another publisher, American Media Inc.",Washington Post Finds Itself in the Middle of the Jeff Bezos Story,Washington Post Swept Up in a Tabloid Tale,
2019-03-26T22:58:11+0000,The event at the Steve Jobs Theater was heavy on star power and light on specifics. The Los Angeles crowd buzzed more about a new credit card than anything else.,The event at the Steve Jobs Theater was heavy on star power and light on specifics. The Los Angeles crowd buzzed more about a new credit card than anything else.,Hollywood Had Questions. Apple Didn’t Answer Them.,"Lights, Camera, Apple: Cupertino Goes Hollywood",
2019-03-20T10:37:41+0000,Nearly 58 percent of C.E.O.s gave over two thirds of their political donations to Republicans.,Nearly 58 percent of C.E.O.s gave over two thirds of their political donations to Republicans.,DealBook Briefing: C.E.O.s Vote Republican With Their Wallets,DealBook Briefing: C.E.O.s Vote Republican With Their Wallets,
2019-03-01T17:22:35+0000,"At a pitch night in SoHo, female entrepreneurs pitch female venture capitalists.","At a pitch night in SoHo, female entrepreneurs pitch female venture capitalists.","When Women Control the Money, Female Founders Get Funded",When Women Control the Money,
2019-03-04T00:56:09+0000,The Trump administration’s agreement is shaping up to be less ambitious than what the president and his top advisers initially set out to win.,The Trump administration’s agreement is shaping up to be less ambitious than what the president and his top advisers initially set out to win.,U.S. and China Near a Trade Deal to Drop Tariffs,Trade Deal With China May Bring Few Changes,
2019-03-29T10:15:12+0000,"The ride-hailing service begins trading on the Nasdaq this morning, and is now valued at more than $24 billion.","The ride-hailing service begins trading on the Nasdaq this morning, and is now valued at more than $24 billion.",DealBook Briefing: It’s Lyft I.P.O. Day,DealBook Briefing: It’s Lyft I.P.O. Day,
2019-01-25T22:10:28+0000,"A year after the Trump administration tried to help American manufacturers of laundry equipment, prices are up, sales have fallen and stock prices are down.","A year after the Trump administration tried to help American manufacturers of laundry equipment, prices are up, sales have fallen and stock prices are down.",How Tariffs Stained the Washing Machine Market,Tariffs Tossed a Market  Right Into a Spin Cycle,
2019-04-05T15:10:26+0000,"M.M.T.’s fans include Alexandria Ocasio-Cortez, Bernie Sanders — and financial analysts at Goldman Sachs, Nomura and GMO.","M.M.T.’s fans include Alexandria Ocasio-Cortez, Bernie Sanders — and financial analysts at Goldman Sachs, Nomura and GMO.",Modern Monetary Theory Finds an Embrace in an Unexpected Place: Wall Street,M.M.T. Gets an Embrace on Wall Street,
2019-02-13T13:32:48+0000,A mortgage-processing software company called Ellie Mae will sell itself to Thoma Bravo for $3.7 billion — an impressive feat in a strained industry.,A mortgage-processing software company called Ellie Mae will sell itself to Thoma Bravo for $3.7 billion — an impressive feat in a strained industry.,One Investment Firm Found a Silver Lining in the Mortgage Industry: Software,One Investment Firm Found a Silver Lining in the Mortgage Industry: Software,
2019-02-15T08:00:04+0000,The chief executive said she had warned 12 camps and disinvited one from the annual event where attendees create music and art in the Nevada desert.,The chief executive said she had warned 12 camps and disinvited one from the annual event where attendees create music and art in the Nevada desert.,"Burning Man, Seeking to Change ‘Convenience Culture,’ Boots Camp for Wealthy",A Festival in the Desert Aims to Reclaim Its Ethos,
2019-03-27T10:31:52+0000,"Regulators testify before Senate subcommittees today on Boeing safety, while the plane maker seeks to ease the concerns of airline executives.","Regulators testify before Senate subcommittees today on Boeing safety, while the plane maker seeks to ease the concerns of airline executives.",DealBook Briefing: The F.A.A. Takes a Washington Hot Seat Over Boeing,DealBook Briefing: The F.A.A. Takes a Washington Hot Seat Over Boeing,
